natmass,age,sex,sei,region,polviews
About Right,22,Male,45.400002,W. Nor. Central,Moderate
Too Little,20,Male,34.799999,Middle Atlantic,Liberal
Too Little,41,Female,55.099998,Middle Atlantic,Moderate
Too Little,65,Male,31.5,W. Sou. Central,Liberal
About Right,48,Male,64.199997,Mountain,Slightly Conservative
Too Little,42,Female,50.700001,Pacific,Moderate
About Right,50,Female,63.5,Middle Atlantic,Extremely Conservative
About Right,49,Male,50.700001,Pacific,Moderate
About Right,42,Female,63.5,South Atlantic,Conservative
Too Little,66,Male,48.5,Pacific,Moderate
Too Much,42,Male,29.4,E. Nor. Central,Slightly Liberal
About Right,33,Female,29.200001,W. Nor. Central,Slightly Conservative
About Right,32,Female,38.400002,Middle Atlantic,Moderate
About Right,37,Female,28.4,South Atlantic,Extremely Conservative
Too Little,48,Male,74.900002,South Atlantic,Slightly Liberal
Too Little,34,Female,38.900002,South Atlantic,Moderate
Too Much,68,Male,63.5,New England,Extremely Conservative
About Right,64,Female,63.5,Middle Atlantic,Slightly Liberal
Too Little,59,Female,78.5,E. Nor. Central,Moderate
About Right,39,Female,31.4,Pacific,Slightly Liberal
About Right,19,Male,34.799999,Middle Atlantic,Conservative
About Right,70,Female,60.599998,Pacific,Moderate
About Right,69,Female,34.599998,Middle Atlantic,Moderate
Too Little,43,Female,29.4,Middle Atlantic,Moderate
About Right,23,Male,34.200001,E. Nor. Central,Moderate
About Right,43,Male,31.5,E. Sou. Central,Extremely Liberal
About Right,42,Female,50.5,E. Nor. Central,Moderate
About Right,63,Female,17.1,South Atlantic,Extremely Conservative
Too Little,74,Male,86.599998,South Atlantic,Slightly Conservative
About Right,35,Male,62.099998,E. Sou. Central,Slightly Liberal
About Right,49,Male,37.299999,E. Nor. Central,Moderate
About Right,36,Male,48.5,Middle Atlantic,Moderate
Too Little,34,Female,83.699997,Middle Atlantic,Slightly Conservative
About Right,47,Male,39,South Atlantic,Moderate
Too Little,47,Female,27.5,Mountain,Slightly Liberal
Too Little,70,Male,34.200001,E. Nor. Central,Slightly Conservative
Too Little,58,Male,44.700001,W. Sou. Central,Slightly Conservative
About Right,43,Male,29,South Atlantic,Slightly Liberal
Too Little,32,Female,26.4,E. Nor. Central,Liberal
Too Little,53,Female,22.5,W. Sou. Central,Moderate
About Right,37,Female,59.299999,W. Nor. Central,Conservative
About Right,38,Female,25.200001,E. Nor. Central,Moderate
Too Much,59,Female,63.5,W. Sou. Central,Moderate
About Right,22,Male,42.400002,South Atlantic,Conservative
About Right,51,Male,63.200001,E. Nor. Central,Slightly Conservative
Too Much,48,Male,60.599998,Pacific,Moderate
About Right,59,Male,78.5,W. Sou. Central,Extremely Conservative
Too Little,24,Male,32.299999,New England,Slightly Conservative
About Right,45,Female,55.099998,Middle Atlantic,Conservative
Too Little,81,Female,78.5,Middle Atlantic,Moderate
About Right,47,Male,31.9,South Atlantic,Extremely Liberal
About Right,36,Male,50.700001,South Atlantic,Slightly Conservative
Too Much,48,Male,63.200001,South Atlantic,Extremely Conservative
Too Little,72,Male,87.400002,Middle Atlantic,Conservative
About Right,51,Female,27.5,South Atlantic,Moderate
Too Little,48,Female,38.400002,Pacific,Moderate
Too Little,78,Female,63.5,Pacific,Conservative
About Right,27,Female,36.900002,Middle Atlantic,Moderate
About Right,19,Male,37.599998,South Atlantic,Slightly Conservative
Too Little,34,Female,37.700001,Pacific,Slightly Conservative
Too Little,70,Male,50.700001,South Atlantic,Conservative
Too Little,43,Female,60.599998,Pacific,Extremely Liberal
About Right,52,Female,38,Pacific,Moderate
Too Much,62,Male,85.099998,E. Sou. Central,Conservative
Too Little,84,Male,53.900002,E. Nor. Central,Extremely Liberal
Too Much,63,Male,22.700001,South Atlantic,Conservative
About Right,50,Female,46.799999,Pacific,Moderate
About Right,34,Female,39.5,W. Nor. Central,Conservative
Too Little,52,Male,28.4,Pacific,Conservative
Too Little,26,Male,75.199997,W. Nor. Central,Moderate
Too Little,22,Female,50.700001,Middle Atlantic,Liberal
About Right,26,Male,32.400002,Pacific,Slightly Conservative
Too Little,48,Male,62.5,South Atlantic,Moderate
About Right,66,Male,73.599998,W. Sou. Central,Slightly Conservative
Too Little,37,Male,33.900002,Pacific,Slightly Liberal
Too Little,56,Female,54.700001,W. Nor. Central,Slightly Liberal
About Right,70,Female,37.299999,E. Nor. Central,Conservative
About Right,59,Female,36.900002,W. Sou. Central,Conservative
About Right,69,Female,33.099998,Middle Atlantic,Slightly Conservative
About Right,43,Female,62.099998,W. Nor. Central,Liberal
Too Little,44,Female,78.5,New England,Extremely Liberal
About Right,20,Female,36.5,Pacific,Slightly Conservative
Too Little,50,Female,63.200001,Pacific,Slightly Liberal
Too Little,23,Female,33.900002,E. Nor. Central,Slightly Conservative
About Right,48,Male,29.4,W. Sou. Central,Moderate
About Right,48,Male,85.099998,South Atlantic,Slightly Liberal
Too Little,52,Female,80.300003,E. Nor. Central,Moderate
Too Little,38,Male,80,Pacific,Conservative
About Right,27,Female,65.800003,W. Sou. Central,Slightly Liberal
Too Little,63,Male,31.5,E. Nor. Central,Moderate
About Right,78,Female,76.400002,Pacific,Moderate
About Right,49,Male,33.099998,W. Sou. Central,Moderate
Too Much,67,Female,33.099998,Middle Atlantic,Moderate
Too Little,36,Female,29.299999,E. Nor. Central,Slightly Conservative
Too Much,69,Female,38.400002,Mountain,Liberal
About Right,67,Female,76.400002,New England,Moderate
About Right,79,Male,80.300003,W. Sou. Central,Moderate
Too Little,31,Male,35.200001,E. Sou. Central,Liberal
About Right,67,Female,74.400002,E. Nor. Central,Moderate
About Right,39,Male,50.700001,E. Sou. Central,Extremely Conservative
Too Little,80,Female,43.700001,New England,Slightly Conservative
Too Little,68,Male,38.200001,South Atlantic,Slightly Liberal
Too Little,42,Male,36.5,Middle Atlantic,Moderate
Too Little,51,Male,36.400002,Middle Atlantic,Conservative
Too Much,23,Male,28.4,W. Nor. Central,Moderate
Too Much,35,Female,38.400002,Middle Atlantic,Conservative
About Right,30,Female,38.400002,W. Nor. Central,Liberal
About Right,44,Male,31.4,E. Nor. Central,Moderate
About Right,28,Female,63.5,South Atlantic,Slightly Conservative
Too Little,60,Male,41.599998,New England,Moderate
Too Much,77,Male,37,Middle Atlantic,Moderate
About Right,39,Male,76.300003,E. Nor. Central,Moderate
About Right,23,Male,33.299999,Middle Atlantic,Liberal
About Right,36,Male,28.6,Middle Atlantic,Slightly Conservative
About Right,51,Female,36.5,Middle Atlantic,Moderate
About Right,32,Male,29.299999,Pacific,Moderate
About Right,27,Female,64.800003,South Atlantic,Conservative
Too Much,46,Male,29.200001,W. Sou. Central,Conservative
About Right,35,Male,32.299999,E. Sou. Central,Moderate
About Right,34,Male,29.200001,E. Nor. Central,Slightly Conservative
Too Little,61,Female,73.199997,Pacific,Slightly Liberal
About Right,43,Female,38.400002,E. Nor. Central,Slightly Liberal
Too Little,75,Male,50.5,South Atlantic,Slightly Conservative
About Right,58,Female,33.099998,Mountain,Moderate
About Right,32,Male,29.200001,E. Sou. Central,Slightly Conservative
About Right,21,Female,32.400002,Pacific,Slightly Conservative
Too Little,44,Female,28.4,New England,Slightly Conservative
About Right,60,Female,32.400002,Mountain,Moderate
Too Little,20,Male,43.400002,E. Nor. Central,Slightly Conservative
Too Little,70,Female,38.400002,W. Sou. Central,Extremely Conservative
Too Little,76,Female,74.400002,New England,Slightly Liberal
About Right,35,Female,37.700001,W. Sou. Central,Liberal
About Right,89,Male,65.800003,E. Nor. Central,Moderate
About Right,41,Male,53.299999,South Atlantic,Moderate
Too Little,59,Female,26.4,W. Nor. Central,Slightly Conservative
Too Little,36,Male,45.299999,Pacific,Moderate
Too Little,61,Female,63.5,Mountain,Slightly Liberal
Too Much,48,Female,38.400002,E. Nor. Central,Liberal
Too Much,45,Female,64.199997,South Atlantic,Moderate
Too Little,34,Male,73.300003,W. Sou. Central,Moderate
Too Much,30,Female,48.5,Middle Atlantic,Slightly Conservative
About Right,48,Female,26.4,South Atlantic,Liberal
Too Little,42,Female,39.400002,Pacific,Moderate
About Right,60,Female,25.200001,W. Sou. Central,Slightly Liberal
About Right,45,Male,76.400002,E. Nor. Central,Slightly Liberal
Too Little,56,Male,76.400002,Mountain,Moderate
About Right,39,Female,53.299999,Mountain,Slightly Conservative
Too Little,61,Female,32.400002,Middle Atlantic,Moderate
About Right,28,Female,64.800003,South Atlantic,Moderate
About Right,80,Male,63.200001,Pacific,Conservative
Too Much,39,Male,38.099998,E. Sou. Central,Liberal
About Right,44,Female,46.700001,South Atlantic,Moderate
Too Little,54,Female,64.199997,Pacific,Slightly Conservative
Too Little,38,Male,44.700001,South Atlantic,Slightly Conservative
Too Much,68,Female,22.5,Pacific,Moderate
Too Little,44,Male,67,Middle Atlantic,Liberal
About Right,54,Female,31.4,W. Sou. Central,Moderate
About Right,32,Male,50.700001,W. Nor. Central,Moderate
Too Little,33,Male,32.400002,South Atlantic,Moderate
Too Little,49,Male,68.099998,Middle Atlantic,Slightly Liberal
About Right,61,Female,18.5,E. Sou. Central,Slightly Liberal
About Right,58,Male,37.400002,Pacific,Slightly Liberal
Too Much,60,Male,48.5,E. Nor. Central,Moderate
About Right,30,Female,17.1,E. Sou. Central,Moderate
About Right,57,Female,25.9,New England,Conservative
About Right,49,Female,73.699997,E. Nor. Central,Moderate
About Right,71,Female,50.700001,Middle Atlantic,Slightly Liberal
About Right,35,Male,27.5,Middle Atlantic,Liberal
Too Little,34,Male,76.400002,W. Nor. Central,Extremely Liberal
About Right,25,Female,29.299999,W. Nor. Central,Liberal
About Right,40,Male,39.400002,W. Nor. Central,Moderate
About Right,26,Male,63.200001,W. Sou. Central,Liberal
About Right,39,Female,29.299999,Middle Atlantic,Moderate
Too Little,24,Female,73.800003,Middle Atlantic,Slightly Conservative
Too Little,57,Female,21.200001,E. Nor. Central,Slightly Conservative
About Right,39,Female,78.5,E. Nor. Central,Slightly Liberal
Too Little,29,Female,86.800003,E. Sou. Central,Conservative
Too Little,62,Female,29.299999,W. Sou. Central,Slightly Conservative
About Right,30,Male,31.5,Middle Atlantic,Conservative
About Right,38,Male,78,E. Nor. Central,Moderate
About Right,32,Female,36.099998,W. Nor. Central,Moderate
Too Little,55,Female,37.299999,Pacific,Liberal
Too Little,56,Female,33.099998,Middle Atlantic,Moderate
Too Little,80,Female,37.299999,New England,Moderate
Too Little,46,Male,76.400002,E. Nor. Central,Liberal
About Right,71,Male,81,Pacific,Conservative
Too Much,41,Male,37.299999,W. Sou. Central,Moderate
Too Much,44,Male,31.299999,South Atlantic,Liberal
About Right,66,Male,32.299999,South Atlantic,Extremely Liberal
Too Much,22,Male,38.799999,New England,Moderate
About Right,43,Female,35.200001,E. Sou. Central,Liberal
About Right,41,Male,29.200001,Pacific,Moderate
Too Little,79,Female,26.5,E. Sou. Central,Conservative
Too Little,26,Female,63.5,Pacific,Moderate
About Right,49,Female,38.400002,E. Nor. Central,Moderate
About Right,33,Female,36.5,E. Nor. Central,Moderate
About Right,44,Female,57.099998,E. Nor. Central,Moderate
About Right,49,Male,48.5,Middle Atlantic,Conservative
About Right,33,Female,78.5,Middle Atlantic,Moderate
Too Little,49,Male,80,South Atlantic,Extremely Conservative
About Right,32,Male,74.099998,New England,Slightly Liberal
Too Little,55,Male,64.199997,South Atlantic,Conservative
About Right,53,Male,63.5,E. Sou. Central,Conservative
About Right,42,Female,29,Middle Atlantic,Moderate
Too Little,76,Female,43.700001,W. Nor. Central,Extremely Conservative
About Right,40,Male,70.5,South Atlantic,Extremely Conservative
About Right,40,Male,58.799999,Middle Atlantic,Moderate
About Right,36,Male,62.099998,E. Nor. Central,Slightly Liberal
Too Little,80,Male,96,South Atlantic,Liberal
About Right,42,Male,36.5,W. Sou. Central,Conservative
About Right,41,Female,63.5,South Atlantic,Moderate
Too Much,29,Male,32.299999,E. Nor. Central,Moderate
Too Much,48,Female,38.400002,Middle Atlantic,Moderate
About Right,47,Female,29,E. Nor. Central,Moderate
About Right,52,Female,33.099998,South Atlantic,Moderate
Too Little,41,Female,60.599998,Pacific,Slightly Conservative
About Right,65,Male,29.200001,W. Nor. Central,Conservative
About Right,30,Female,38.400002,Middle Atlantic,Moderate
About Right,50,Female,76.5,Middle Atlantic,Liberal
Too Little,34,Male,28.6,Mountain,Moderate
Too Much,40,Male,32.299999,W. Sou. Central,Liberal
About Right,35,Male,38.099998,Middle Atlantic,Slightly Liberal
Too Little,65,Male,63.5,South Atlantic,Slightly Conservative
Too Little,66,Male,85.099998,Pacific,Conservative
Too Little,26,Female,38.900002,South Atlantic,Slightly Conservative
About Right,28,Female,56.599998,E. Sou. Central,Moderate
About Right,66,Female,67,South Atlantic,Moderate
About Right,53,Female,83.699997,Middle Atlantic,Moderate
Too Much,63,Female,38.400002,E. Sou. Central,Slightly Liberal
Too Little,28,Female,29.299999,South Atlantic,Moderate
About Right,24,Female,21.200001,E. Nor. Central,Moderate
About Right,33,Female,29.799999,E. Sou. Central,Slightly Conservative
About Right,54,Female,27.5,Pacific,Moderate
Too Little,57,Male,32.299999,Pacific,Moderate
Too Little,34,Male,29.200001,Mountain,Liberal
About Right,44,Female,82.699997,E. Sou. Central,Conservative
Too Little,74,Female,71.599998,South Atlantic,Liberal
Too Little,28,Female,68.099998,South Atlantic,Conservative
Too Little,39,Male,83.699997,W. Sou. Central,Moderate
Too Little,49,Male,48.900002,South Atlantic,Conservative
About Right,24,Female,34.400002,W. Nor. Central,Liberal
Too Little,73,Female,27.5,W. Sou. Central,Slightly Liberal
About Right,67,Female,26.700001,Middle Atlantic,Conservative
About Right,58,Male,31.5,E. Sou. Central,Moderate
About Right,55,Female,51.900002,W. Nor. Central,Conservative
Too Little,56,Male,68.800003,E. Nor. Central,Slightly Conservative
About Right,75,Male,62.5,South Atlantic,Conservative
About Right,32,Female,50.700001,Pacific,Conservative
About Right,35,Female,22.700001,South Atlantic,Moderate
Too Little,25,Female,33.299999,E. Sou. Central,Moderate
Too Little,60,Female,87,W. Nor. Central,Slightly Liberal
About Right,30,Female,29.200001,E. Sou. Central,Moderate
Too Little,31,Male,38.900002,South Atlantic,Liberal
Too Little,46,Female,63.5,South Atlantic,Moderate
About Right,20,Female,33.099998,E. Nor. Central,Moderate
About Right,38,Female,66.300003,South Atlantic,Conservative
Too Little,52,Male,37.299999,South Atlantic,Slightly Liberal
About Right,30,Male,19.4,South Atlantic,Liberal
Too Little,83,Male,66.099998,Mountain,Slightly Liberal
About Right,46,Female,32.400002,Pacific,Slightly Conservative
About Right,49,Female,17.1,E. Sou. Central,Slightly Conservative
About Right,53,Male,31.5,W. Sou. Central,Conservative
Too Little,30,Male,29.200001,Middle Atlantic,Liberal
Too Much,58,Male,29.6,South Atlantic,Extremely Conservative
Too Little,48,Male,35.099998,Middle Atlantic,Liberal
Too Little,60,Male,69.699997,Middle Atlantic,Extremely Liberal
About Right,28,Male,50.5,E. Nor. Central,Conservative
About Right,20,Female,69.199997,W. Sou. Central,Moderate
Too Little,35,Female,63.5,E. Nor. Central,Moderate
Too Little,42,Female,69.199997,Pacific,Liberal
About Right,28,Female,25.299999,South Atlantic,Slightly Conservative
About Right,40,Male,28.6,Middle Atlantic,Moderate
Too Little,20,Male,38.900002,E. Sou. Central,Moderate
About Right,33,Female,51.900002,South Atlantic,Moderate
About Right,66,Female,78.5,W. Nor. Central,Conservative
Too Little,52,Male,63.5,E. Nor. Central,Extremely Liberal
About Right,56,Male,37.200001,Pacific,Slightly Liberal
Too Much,21,Male,22.700001,E. Nor. Central,Slightly Liberal
About Right,37,Male,29.4,Middle Atlantic,Slightly Liberal
About Right,66,Female,36.5,Middle Atlantic,Moderate
Too Little,56,Male,63.5,E. Nor. Central,Slightly Conservative
About Right,20,Male,32.400002,W. Sou. Central,Slightly Conservative
About Right,44,Male,34.299999,Middle Atlantic,Conservative
About Right,22,Female,37.799999,South Atlantic,Slightly Conservative
About Right,87,Female,43.700001,Mountain,Slightly Conservative
About Right,52,Male,63.5,South Atlantic,Slightly Conservative
About Right,44,Female,42.900002,E. Nor. Central,Moderate
Too Little,82,Female,38.900002,Mountain,Moderate
About Right,77,Female,27.5,W. Nor. Central,Moderate
Too Little,41,Male,76.400002,W. Sou. Central,Slightly Conservative
About Right,49,Female,37.900002,Middle Atlantic,Liberal
About Right,26,Female,73.199997,W. Nor. Central,Slightly Conservative
Too Little,47,Female,38,Mountain,Moderate
Too Much,84,Male,63.5,New England,Slightly Conservative
About Right,45,Female,42.299999,W. Nor. Central,Moderate
About Right,39,Female,64.099998,W. Nor. Central,Slightly Conservative
Too Little,28,Male,33.599998,E. Sou. Central,Extremely Liberal
Too Little,50,Female,84,South Atlantic,Liberal
About Right,22,Female,40,South Atlantic,Moderate
About Right,33,Female,38,Pacific,Conservative
About Right,41,Female,33.099998,Middle Atlantic,Moderate
Too Little,28,Male,32.700001,E. Sou. Central,Slightly Conservative
About Right,23,Male,28.4,W. Sou. Central,Slightly Liberal
About Right,36,Male,32.700001,Middle Atlantic,Moderate
About Right,37,Female,64.199997,W. Sou. Central,Slightly Conservative
